,date,id,household,female,age,income,edu_year,ln_income
140,2023-03-01,216,True,True,54.0,6700000.0,16,15.717618084361195
141,2023-03-01,218,True,False,38.0,3133333.0,18,14.957607852189138
142,2023-03-01,226,True,True,62.0,1444920.0,9,14.183564514674265
143,2023-03-01,227,True,True,31.0,5085140.0,14,15.441833119042535
144,2023-03-01,229,True,True,38.0,2500000.0,16,14.73180128983843
145,2023-03-01,231,True,True,70.0,270000.0,12,12.506177237980511
146,2023-03-01,233,True,True,70.0,270000.0,9,12.506177237980511
147,2023-03-01,235,True,False,71.0,1900000.0,6,14.457364444136669
148,2023-03-01,237,True,False,39.0,3583333.0,16,15.091803930846575
149,2023-03-01,239,True,True,50.0,2807000.0,12,14.84762685534402
150,2023-03-01,243,True,False,64.0,4045630.0,16,15.21314784418413
151,2023-03-01,244,True,True,77.0,500000.0,0,13.122363377404328
152,2023-03-01,245,True,False,72.0,1665000.0,12,14.325335681396682
153,2023-03-01,246,True,True,69.0,1245000.0,14,14.034646087880946
154,2023-03-01,252,True,False,40.0,3280000.0,16,15.003353980360327
155,2023-03-01,253,True,False,62.0,951770.0,16,13.766078687945678
156,2023-03-01,254,True,False,57.0,18223892.0,18,16.718244038400442
157,2023-03-01,256,True,False,50.0,4582500.0,16,15.337755258695998
158,2023-03-01,259,True,False,52.0,6000000.0,18,15.60727002719233
159,2023-03-01,261,True,False,63.0,1100000.0,6,13.9108207377686
160,2023-03-01,262,True,False,51.0,15808000.0,14,16.576026698969788
161,2023-03-01,263,True,False,60.0,2380547.0,12,14.682840851173118
162,2023-03-01,265,True,True,74.0,250000.0,6,12.429216196844383
163,2023-03-01,266,True,True,80.0,270000.0,6,12.506177237980511
164,2023-03-01,267,True,False,31.0,1928881.0,14,14.472450599990145
165,2023-03-01,269,True,False,49.0,4000000.0,16,15.201804919084164
166,2023-03-01,270,True,False,35.0,4880667.0,16,15.400792448817294
167,2023-03-01,271,True,False,45.0,4598900.0,14,15.3413277024283
168,2023-03-01,273,True,False,46.0,7070000.0,16,15.771371037872756
169,2023-03-01,275,True,False,43.0,6589949.0,18,15.701056167450261
170,2023-03-01,277,True,False,45.0,2129419.0,16,14.571359730524065
171,2023-03-01,278,True,True,58.0,2150000.0,12,14.580978400103845
172,2023-03-01,279,True,False,63.0,1500000.0,6,14.22097566607244
173,2023-03-01,280,True,True,30.0,4095437.0,16,15.225383985082328
174,2023-03-01,281,True,False,28.0,2964037.0,16,14.902062748451105
175,2023-03-01,282,True,False,26.0,2814333.0,16,14.850235846542208
176,2023-03-01,283,True,False,23.0,330947.0,16,12.709713520692567
177,2023-03-01,284,True,True,26.0,1272935.0,16,14.056835815748874
178,2023-03-01,285,True,False,32.0,2548334.0,16,14.75095037028605
179,2023-03-01,286,True,True,24.0,2000812.0,16,14.50906365612852
180,2023-03-01,287,True,True,34.0,5131480.0,16,15.450904674564452
181,2023-03-01,288,True,False,38.0,3801600.0,16,15.150932588710408
182,2023-03-01,290,True,False,44.0,6635000.0,16,15.707869225748444
183,2023-03-01,292,True,False,41.0,5280129.0,16,15.479461087202173
184,2023-03-01,293,True,False,44.0,4885000.0,16,15.40167984345902
185,2023-03-01,294,True,False,42.0,5500000.0,16,15.520258650202699
186,2023-03-01,295,True,False,55.0,15000000.0,16,16.523560759066484
187,2023-03-01,297,True,False,45.0,20092653.0,16,16.815864783821652
188,2023-03-01,298,True,False,50.0,9653218.0,18,16.082801889228495
189,2023-03-01,299,True,True,48.0,2933750.0,16,14.891792026147371
190,2023-03-01,304,True,True,59.0,3050050.0,12,14.930668541891846
191,2023-03-01,305,True,False,46.0,6794723.0,16,15.731656839467876
192,2023-03-01,308,True,False,30.0,4878320.0,14,15.400311456262381
193,2023-03-01,309,True,False,42.0,5755695.0,16,15.565700357399232
194,2023-03-01,310,True,False,38.0,5500000.0,12,15.520258650202699
195,2023-03-01,311,True,False,53.0,2512150.0,9,14.736649518163249
196,2023-03-01,312,True,False,61.0,1900000.0,16,14.457364444136669
197,2023-03-01,313,True,False,58.0,1939000.0,16,14.47768293422479
198,2023-03-01,314,True,True,67.0,70000.0,16,11.156250521031495
199,2023-03-01,315,True,False,50.0,5589000.0,16,15.536310938251836
200,2023-03-01,316,True,True,80.0,270000.0,6,12.506177237980511
201,2023-03-01,318,True,False,27.0,2947000.0,12,14.896298261719831
202,2023-03-01,321,True,False,32.0,4025535.0,16,15.208168379256477
203,2023-03-01,323,True,False,29.0,7147950.0,12,15.782336160273365
204,2023-03-01,324,True,False,29.0,5246360.0,16,15.473045060767761
205,2023-03-01,325,True,False,31.0,4506667.0,16,15.321068413875476
206,2023-03-01,326,True,True,35.0,6890589.0,16,15.745667125548005
207,2023-03-01,328,True,False,40.0,5508889.0,16,15.521873527404523
208,2023-03-01,329,True,False,38.0,3100000.0,18,14.946912669455374
209,2023-03-01,330,True,False,29.0,18486477.0,18,16.732550049784574
210,2023-03-01,332,True,False,32.0,6044781.0,16,15.614705813086928
211,2023-03-01,333,True,False,29.0,15983175.0,16,16.587047164424302
212,2023-03-01,334,True,False,30.0,10295200.0,14,16.147188325161594
213,2023-03-01,335,True,False,48.0,4430000.0,16,15.303910142021317
214,2023-03-01,337,True,False,47.0,8941867.0,16,16.00625496203539
215,2023-03-01,339,True,False,40.0,6200755.0,16,15.640181616794994
216,2023-03-01,340,True,True,52.0,2400000.0,16,14.690979295318174
217,2023-03-01,341,True,False,54.0,7000000.0,16,15.761420707019587
218,2023-03-01,342,True,True,56.0,2500000.0,12,14.73180128983843
219,2023-03-01,343,True,False,40.0,5417455.0,16,15.505136705943755
220,2023-03-01,344,True,False,34.0,7641200.0,14,15.849065216871633
221,2023-03-01,345,True,True,30.0,2577550.0,14,14.762349893327196
222,2023-03-01,347,True,False,61.0,3551397.0,12,15.082851605169228
223,2023-03-01,348,True,False,46.0,3620000.0,16,15.101984583801954
224,2023-03-01,349,True,False,60.0,2300000.0,12,14.648419680899378
225,2023-03-01,350,True,False,45.0,5000000.0,12,15.424948470398375
226,2023-03-01,351,True,False,46.0,14449722.0,18,16.486185733583323
227,2023-03-01,356,True,False,50.0,8850000.0,18,15.995928016984113
228,2023-03-01,357,True,False,40.0,7213631.0,18,15.791482988596773
229,2023-03-01,358,True,False,22.0,1464225.0,12,14.196836650219113
230,2023-03-01,360,True,False,32.0,3000000.0,14,14.914122846632385
231,2023-03-01,361,True,True,32.0,4484725.0,16,15.316187736099064
232,2023-03-01,366,True,False,30.0,3750000.0,9,15.137266397946593
233,2023-03-01,367,True,True,28.0,3534785.0,16,15.078163035095425
234,2023-03-01,370,True,True,46.0,4019783.0,12,15.206738479038723
235,2023-03-01,371,True,True,28.0,2988353.0,16,14.910232957480517
236,2023-03-01,372,True,True,75.0,1051500.0,12,13.865728274124892
237,2023-03-01,373,True,False,78.0,1566687.0,16,14.264473756651359
238,2023-03-01,374,True,False,49.0,10550665.0,16,16.1716994490752
239,2023-03-01,375,True,True,33.0,8884650.0,16,15.999835626560891
240,2023-03-01,376,True,False,52.0,6250000.0,16,15.648092021712584
241,2023-03-01,379,True,True,34.0,3458334.0,16,15.056297528183991
242,2023-03-01,381,True,False,31.0,5012383.0,16,15.427422008678656
243,2023-03-01,382,True,True,28.0,2700000.0,16,14.808762330974558
244,2023-03-01,383,True,False,37.0,4064920.0,14,15.217904620573588
245,2023-03-01,384,True,True,61.0,1250000.0,12,14.038654109278484
246,2023-03-01,385,True,False,63.0,4200000.0,21,15.250595083253597
247,2023-03-01,387,True,False,59.0,4000000.0,12,15.201804919084164
248,2023-03-01,389,True,False,42.0,8837840.0,16,15.994553060865591
249,2023-03-01,395,True,True,23.0,429345.0,14,12.970016070522165
250,2023-03-01,396,True,False,35.0,5208358.0,14,15.465775200907414
251,2023-03-01,398,True,True,28.0,4315130.0,14,15.277638009508182
252,2023-03-01,399,True,True,31.0,2000000.0,14,14.508657738524219
253,2023-03-01,400,True,True,33.0,3587481.0,14,15.092960842868742
254,2023-03-01,402,True,False,54.0,9378750.0,12,16.053957049842076
255,2023-03-01,403,True,False,25.0,3200050.0,12,14.978676992647886
256,2023-03-01,405,True,True,27.0,1529348.0,16,14.2403520587527
257,2023-03-01,406,True,False,44.0,2000000.0,12,14.508657738524219
258,2023-03-01,408,True,False,42.0,3166667.0,12,14.968190173165812
259,2023-03-01,409,True,False,70.0,70000.0,9,11.156250521031495
260,2023-03-01,410,True,True,52.0,3100000.0,16,14.946912669455374
261,2023-03-01,411,True,True,34.0,3500000.0,16,15.068273526459642
262,2023-03-01,412,True,False,29.0,4133986.0,16,15.23475263266756
263,2023-03-01,413,True,False,54.0,4090000.0,12,15.224055528018985
264,2023-03-01,414,True,True,32.0,4774503.0,16,15.378800442710244
265,2023-03-01,417,True,True,31.0,3500000.0,16,15.068273526459642
266,2023-03-01,418,True,False,55.0,4022663.0,12,15.207454679091072
267,2023-03-01,419,True,True,42.0,3750000.0,14,15.137266397946593
268,2023-03-01,420,True,False,63.0,1470000.0,9,14.20077295875492
269,2023-03-01,423,True,False,37.0,5000000.0,16,15.424948470398375
270,2023-03-01,425,True,False,39.0,6641637.0,14,15.708869027212154
271,2023-03-01,426,True,True,51.0,1580000.0,12,14.27293540500315
272,2023-03-01,428,True,True,32.0,2700000.0,16,14.808762330974558
273,2023-03-01,429,True,True,23.0,2100000.0,14,14.557447902693651
274,2023-03-01,430,True,True,32.0,5312101.0,16,15.485497983511868
275,2023-03-01,431,True,False,41.0,2843450.0,16,14.860528661610966
276,2023-03-01,432,True,False,34.0,8235633.0,16,15.923980785670725
277,2023-03-01,433,True,True,40.0,2496300.0,16,14.730320193556631
278,2023-03-01,435,True,False,30.0,9040803.0,16,16.017258555857065
279,2023-03-01,436,True,False,27.0,2000000.0,16,14.508657738524219
280,2023-03-01,437,True,True,43.0,4221250.0,16,15.255641850681915
281,2023-03-01,438,True,False,32.0,2500000.0,16,14.73180128983843
282,2023-03-01,441,True,True,73.0,400000.0,12,12.89921982609012
283,2023-03-01,444,True,False,54.0,7971143.0,16,15.891338453281758
284,2023-03-01,445,True,True,63.0,1708895.0,12,14.35135752077198
285,2023-03-01,447,True,True,61.0,1694460.0,12,14.342874663967205
286,2023-03-01,448,True,False,29.0,2980000.0,16,14.907433858481587
287,2023-03-01,449,True,True,25.0,2760000.0,16,14.830741237693333
288,2023-03-01,451,True,False,46.0,5000000.0,16,15.424948470398375
289,2023-03-01,452,True,True,62.0,1750000.0,16,14.375126345899696
290,2023-03-01,454,True,True,59.0,3163120.0,16,14.967069440233956
291,2023-03-01,457,True,False,56.0,2000000.0,16,14.508657738524219
292,2023-03-01,459,True,True,59.0,2600000.0,12,14.77102200299171
293,2023-03-01,460,True,True,63.0,2236389.0,9,14.620373069503321
294,2023-03-01,461,True,False,76.0,216000.0,9,12.283033686666302
295,2023-03-01,463,True,True,27.0,1944133.0,14,14.48032667730014
296,2023-03-01,464,True,True,26.0,2610787.0,18,14.775162266414117
297,2023-03-01,465,True,True,29.0,1048276.0,16,13.862657467968916
298,2023-03-01,466,True,True,20.0,149311.0,14,11.913786657973333
299,2023-03-01,468,True,True,56.0,3916670.0,16,15.1807523609498
300,2023-03-01,469,True,False,54.0,8997588.0,16,16.012467099382075
301,2023-03-01,470,True,False,49.0,7443430.0,16,15.822842322076887
302,2023-03-01,471,True,True,63.0,3000000.0,16,14.914122846632385
303,2023-03-01,473,True,False,55.0,22318000.0,16,16.920904085727784
304,2023-03-01,474,True,False,54.0,9490935.0,16,16.065847690495772
305,2023-03-01,475,True,False,59.0,3240000.0,12,14.991083887768513
306,2023-03-01,476,True,False,51.0,5414990.0,16,15.504681591693455
307,2023-03-01,477,True,True,52.0,1615910.0,16,14.295408823442955
308,2023-03-01,478,True,False,60.0,2963720.0,16,14.90195579399926
309,2023-03-01,480,True,False,43.0,2100000.0,16,14.557447902693651
310,2023-03-01,481,True,False,32.0,1510000.0,16,14.227620208791107
311,2023-03-01,482,True,True,52.0,2050000.0,6,14.53335035111459
312,2023-03-01,483,True,True,28.0,4160683.0,16,15.24118980145325
313,2023-03-01,484,True,True,26.0,2901300.0,16,14.880669470373164
314,2023-03-01,485,True,True,39.0,2713016.0,16,14.813571489154088
315,2023-03-01,486,True,False,27.0,4210472.0,16,15.25308531338851
316,2023-03-01,487,True,True,27.0,3170913.0,16,14.969530117004087
317,2023-03-01,488,True,False,29.0,6166589.0,16,15.634656406706537
318,2023-03-01,489,True,True,33.0,4860000.0,14,15.396548995876676
319,2023-03-01,490,True,False,58.0,2100000.0,12,14.557447902693651
320,2023-03-01,491,True,False,54.0,1100000.0,12,13.9108207377686
321,2023-03-01,495,True,True,57.0,2345000.0,12,14.667795959862516
322,2023-03-01,496,True,False,71.0,2353777.0,12,14.67153182994453
323,2023-03-01,497,True,False,27.0,6242438.0,12,15.646881369168442
324,2023-03-01,501,True,True,47.0,3033333.0,12,14.925172572928853
325,2023-03-01,504,True,False,52.0,3344838.0,12,15.022928819878398
326,2023-03-01,506,True,False,28.0,6519070.0,14,15.690242285692253
327,2023-03-01,508,True,False,55.0,4588000.0,12,15.338954757231399
328,2023-03-01,509,True,False,77.0,1842767.0,12,14.42677880435154
329,2023-03-01,513,True,False,50.0,8500000.0,16,15.955576721460545
330,2023-03-01,515,True,False,38.0,3500000.0,16,15.068273526459642
331,2023-03-01,516,True,True,25.0,1632231.0,12,14.305458348607413
332,2023-03-01,517,True,True,28.0,2448650.0,16,14.711047410245211
333,2023-03-01,518,True,True,41.0,3160685.0,12,14.966299334223306
334,2023-03-01,519,True,False,32.0,2153250.0,18,14.58248888665142
335,2023-03-01,520,True,False,44.0,7809490.0,16,15.870850218787385
336,2023-03-01,521,True,False,40.0,6500000.0,18,15.687312734865866
337,2023-03-01,522,True,False,46.0,12000000.0,18,16.300417207752275
338,2023-03-01,523,True,False,54.0,3306220.0,16,15.011316100823572
339,2023-03-01,525,True,True,55.0,2600000.0,9,14.77102200299171
340,2023-03-01,526,True,True,62.0,658333.0,9,13.397466161320008
341,2023-03-01,527,True,False,62.0,2333333.0,18,14.662808275494324
342,2023-03-01,528,True,True,54.0,3000000.0,12,14.914122846632385
343,2023-03-01,530,True,False,68.0,2701000.0,9,14.809132632774753
344,2023-03-01,535,True,False,62.0,3126693.0,16,14.955486454453672
345,2023-03-01,536,True,False,75.0,561000.0,12,13.237476184504834
346,2023-03-01,537,True,True,29.0,2287080.0,16,14.642786452716688
347,2023-03-01,539,True,True,26.0,3000000.0,16,14.914122846632385
348,2023-03-01,540,True,True,34.0,2461294.0,16,14.716197785870651
349,2023-03-01,545,True,True,54.0,1766667.0,9,14.384605278533469
350,2023-03-01,547,True,False,30.0,2935040.0,16,14.892231639771568
351,2023-03-01,548,True,True,30.0,3320880.0,16,15.015740366011375
352,2023-03-01,550,True,True,34.0,6472120.0,16,15.683014278957723
353,2023-03-01,552,True,False,51.0,4141000.0,9,15.236447862527704
354,2023-03-01,554,True,False,53.0,4077422.0,12,15.220975483925852
355,2023-03-01,557,True,False,64.0,2200000.0,12,14.603967918328545
356,2023-03-01,559,True,False,34.0,3689110.0,16,15.120895794513219
357,2023-03-01,560,True,True,21.0,1676667.0,14,14.332318452214949
358,2023-03-01,561,True,True,62.0,1579170.0,12,14.272409950520423
359,2023-03-01,562,True,False,44.0,5400000.0,16,15.501909511534503
360,2023-03-01,564,True,True,34.0,5711172.0,16,15.55793481451094
361,2023-03-01,570,True,True,28.0,6102525.0,16,15.624213177922549
362,2023-03-01,571,True,False,57.0,7360960.0,18,15.811700916981792
363,2023-03-01,572,True,True,53.0,2683030.0,16,14.80245731085848
364,2023-03-01,573,True,False,27.0,4002561.0,16,15.202444964211574
365,2023-03-01,575,True,False,45.0,4500000.0,16,15.319587954740548
366,2023-03-01,576,True,False,70.0,500000.0,12,13.122363377404328
367,2023-03-01,577,True,False,44.0,2206667.0,12,14.606993790302472
368,2023-03-01,578,True,False,46.0,9049000.0,16,16.01816481233327
369,2023-03-01,580,True,True,23.0,1157920.0,12,13.962135850099955
370,2023-03-01,581,True,True,25.0,2550000.0,14,14.75160391713461
371,2023-03-01,582,True,True,68.0,1788000.0,0,14.396608234715597
372,2023-03-01,583,True,True,70.0,1800000.0,6,14.403297222866392
373,2023-03-01,584,True,True,21.0,2567823.0,14,14.758569016182891
374,2023-03-01,585,True,False,40.0,5550000.0,12,15.529308485722618
375,2023-03-01,586,True,True,33.0,3866147.0,16,15.167768961824734
376,2023-03-01,587,True,False,35.0,7182667.0,18,15.78718132052247
377,2023-03-01,589,True,False,53.0,6725951.0,16,15.721483886093758
378,2023-03-01,590,True,False,70.0,1915000.0,9,14.465228180596883
379,2023-03-01,591,True,False,72.0,3090000.0,12,14.943681648873929
380,2023-03-01,593,True,False,40.0,4000000.0,16,15.201804919084164
381,2023-03-01,594,True,False,68.0,3217050.0,16,14.983975348531217
382,2023-03-01,597,True,False,38.0,5199723.0,16,15.464115912902031
383,2023-03-01,598,True,True,31.0,5650003.0,16,15.547166634095934
384,2023-03-01,599,True,True,29.0,3711647.0,18,15.126986271383466
385,2023-03-01,600,True,False,39.0,17166060.0,21,16.658444736535564
386,2023-03-01,601,True,False,42.0,2750000.0,12,14.827111469642754
387,2023-03-01,602,True,True,54.0,2047680.0,14,14.532218002933233
388,2023-03-01,603,True,False,72.0,1900000.0,12,14.457364444136669
389,2023-03-01,605,True,False,48.0,926000.0,12,13.738629513628316
390,2023-03-01,606,True,True,44.0,1601667.0,12,14.286555519834943
391,2023-03-01,607,True,False,43.0,6367080.0,18,15.66665152370741
392,2023-03-01,609,True,False,54.0,7930580.0,16,15.886236730911213
393,2023-03-01,610,True,True,79.0,144460.0,12,11.880757931604839
394,2023-03-01,611,True,False,57.0,2000000.0,12,14.508657738524219
395,2023-03-01,612,True,False,76.0,3865317.0,16,15.167554254751613
396,2023-03-01,613,True,True,46.0,5666949.0,16,15.550161435640641
397,2023-03-01,616,True,True,60.0,2034490.0,12,14.525755731199219
398,2023-03-01,617,True,False,40.0,11052323.0,16,16.21815119007794
