,date,id,female,age,income_total,income_current,income_labor,urban,edu_year
111,2023-03-01,486,False,27,4211986.0,4211986.0,4210472.0,True,16
112,2023-03-01,487,True,27,3170913.0,3170913.0,3170913.0,True,16
113,2023-03-01,488,False,29,6166589.0,6166589.0,6166589.0,True,16
114,2023-03-01,489,True,33,4860000.0,4860000.0,4860000.0,True,14
115,2023-03-01,497,False,27,6242438.0,6242438.0,6242438.0,True,12
116,2023-03-01,509,False,77,2933210.0,2933210.0,1842767.0,True,12
117,2023-03-01,515,False,38,3677366.0,3673035.0,3500000.0,True,16
118,2023-03-01,516,True,25,1663709.0,1642876.0,1632231.0,True,12
119,2023-03-01,517,True,28,2448650.0,2448650.0,2448650.0,True,16
120,2023-03-01,518,True,41,3160685.0,3160685.0,3160685.0,True,12
121,2023-03-01,519,False,32,2153250.0,2153250.0,2153250.0,True,18
122,2023-03-01,525,True,55,2600000.0,2600000.0,2600000.0,True,9
123,2023-03-01,536,False,75,1134180.0,1134180.0,561000.0,True,12
124,2023-03-01,537,True,29,2675880.0,2675880.0,2287080.0,True,16
125,2023-03-01,539,True,26,3027855.0,3000000.0,3000000.0,True,16
126,2023-03-01,545,True,54,1766667.0,1766667.0,1766667.0,True,9
127,2023-03-01,548,True,30,3320880.0,3320880.0,3320880.0,True,16
128,2023-03-01,550,True,34,6548423.0,6548423.0,6472120.0,True,16
129,2023-03-01,552,False,51,4307667.0,4307667.0,4141000.0,True,9
130,2023-03-01,557,False,64,2441858.0,2441858.0,2200000.0,True,12
131,2023-03-01,559,False,34,3769110.0,3719110.0,3689110.0,True,16
132,2023-03-01,560,True,21,2046400.0,2043333.0,1676667.0,True,14
133,2023-03-01,564,True,34,6160322.0,6160322.0,5711172.0,True,16
134,2023-03-01,570,True,28,6202525.0,6202525.0,6102525.0,True,16
135,2023-03-01,572,True,53,3348540.0,3348540.0,2683030.0,True,16
136,2023-03-01,576,False,70,2193383.0,2193383.0,500000.0,True,12
137,2023-03-01,580,True,23,1286714.0,1157920.0,1157920.0,True,12
138,2023-03-01,581,True,25,3050000.0,2900000.0,2550000.0,True,14
139,2023-03-01,584,True,21,2917823.0,2917823.0,2567823.0,True,14
140,2023-03-01,587,False,35,7182667.0,7182667.0,7182667.0,True,18
141,2023-03-01,597,False,38,5199723.0,5199723.0,5199723.0,True,16
142,2023-03-01,598,True,31,5680003.0,5650003.0,5650003.0,True,16
143,2023-03-01,599,True,29,4429148.0,4373814.0,3711647.0,True,18
144,2023-03-01,600,False,39,17166060.0,17166060.0,17166060.0,True,21
145,2023-03-01,607,False,43,6367080.0,6367080.0,6367080.0,True,18
146,2023-03-01,610,True,79,1641340.0,1641340.0,144460.0,True,12
147,2023-03-01,637,False,46,8601300.0,8601300.0,8601300.0,True,18
148,2023-03-01,646,True,32,4600167.0,4600167.0,4600167.0,True,16
149,2023-03-01,648,False,61,2350710.0,2350710.0,2350710.0,True,12
150,2023-03-01,652,True,63,1048000.0,1048000.0,1048000.0,True,12
151,2023-03-01,655,False,34,2822047.0,2822047.0,2224767.0,True,21
152,2023-03-01,657,True,26,4210000.0,3150000.0,2940000.0,True,14
153,2023-03-01,660,False,52,3692710.0,3692710.0,3692710.0,True,12
154,2023-03-01,677,True,81,834800.0,834800.0,90000.0,True,0
155,2023-03-01,693,True,75,924580.0,924580.0,270000.0,True,14
156,2023-03-01,732,False,57,8078420.0,8078420.0,8078420.0,True,12
157,2023-03-01,736,True,55,4009169.0,4009169.0,3488130.0,True,16
158,2023-03-01,744,True,29,3764188.0,3760775.0,3760775.0,True,16
159,2023-03-01,753,True,25,2249425.0,2185829.0,1682117.0,True,16
160,2023-03-01,755,True,83,841512.0,841512.0,90000.0,True,6
161,2023-03-01,766,False,40,3100000.0,3100000.0,3100000.0,True,14
162,2023-03-01,784,True,69,2983861.0,2509620.0,420000.0,True,12
163,2023-03-01,797,False,26,1766667.0,1766667.0,400000.0,True,16
164,2023-03-01,801,True,70,2217520.0,2217520.0,1292463.0,True,9
165,2023-03-01,807,False,29,2850000.0,2850000.0,2850000.0,True,14
166,2023-03-01,812,True,58,2896667.0,2896667.0,2600000.0,True,12
167,2023-03-01,821,True,54,2793805.0,2793805.0,793805.0,True,12
168,2023-03-01,823,True,80,804180.0,804180.0,270000.0,True,0
169,2023-03-01,825,True,37,2095550.0,2095550.0,2095550.0,True,16
170,2023-03-01,831,False,36,2650790.0,2650790.0,2650790.0,True,16
171,2023-03-01,854,True,67,903180.0,903180.0,580000.0,True,6
172,2023-03-01,870,True,79,1410160.0,1410160.0,270000.0,True,9
173,2023-03-01,881,True,67,2273180.0,2273180.0,1950000.0,True,12
174,2023-03-01,898,True,62,3881403.0,3881403.0,3256667.0,True,6
175,2023-03-01,901,True,44,3652967.0,3652967.0,3536200.0,True,16
176,2023-03-01,904,False,56,1230892.0,1230892.0,568353.0,True,12
177,2023-03-01,908,True,56,498933.0,478933.0,250000.0,True,12
178,2023-03-01,912,False,32,3276981.0,3270457.0,3270457.0,True,16
179,2023-03-01,915,True,21,3327300.0,3327300.0,230300.0,True,14
180,2023-03-01,916,True,21,1327270.0,1327270.0,322270.0,True,14
181,2023-03-01,917,False,23,1520000.0,1520000.0,331500.0,True,14
182,2023-03-01,919,True,20,1494000.0,1184000.0,684000.0,True,14
183,2023-03-01,922,True,73,1316316.0,1316316.0,270000.0,True,9
184,2023-03-01,930,False,53,710000.0,710000.0,710000.0,True,12
185,2023-03-01,967,True,44,2792054.0,2734321.0,2352993.0,True,16
186,2023-03-01,969,True,63,4668360.0,4668360.0,850260.0,True,6
187,2023-03-01,979,False,37,4240000.0,4240000.0,4240000.0,True,14
188,2023-03-01,1003,True,71,1012034.0,1012034.0,270000.0,True,0
189,2023-03-01,1006,True,23,2150000.0,2150000.0,2150000.0,True,16
190,2023-03-01,1008,True,22,2156000.0,2156000.0,2156000.0,True,14
191,2023-03-01,1009,False,32,2447417.0,2447417.0,2373517.0,True,16
192,2023-03-01,1010,True,32,2864340.0,2864340.0,2864340.0,True,12
193,2023-03-01,1012,False,26,2900000.0,2900000.0,2900000.0,True,16
194,2023-03-01,1013,True,30,3487083.0,3303563.0,3215563.0,True,14
195,2023-03-01,1018,False,30,3039861.0,3030233.0,3030233.0,True,12
196,2023-03-01,1035,True,23,3230705.0,3230705.0,2765705.0,True,16
197,2023-03-01,1036,True,22,2803200.0,2803200.0,2218200.0,True,14
198,2023-03-01,1038,True,31,3120000.0,3120000.0,3120000.0,True,16
199,2023-03-01,1039,True,30,2756910.0,2756910.0,2579460.0,True,16
200,2023-03-01,1040,True,27,960000.0,960000.0,495000.0,True,16
201,2023-03-01,1048,True,30,2710100.0,2710100.0,2710100.0,True,14
202,2023-03-01,1049,False,66,2599400.0,2599400.0,2107220.0,True,16
203,2023-03-01,1065,False,30,2332000.0,2332000.0,2332000.0,True,16
204,2023-03-01,1066,True,61,1389667.0,1264433.0,600000.0,True,9
205,2023-03-01,1078,False,43,4554470.0,4554470.0,4554470.0,True,16
206,2023-03-01,1093,True,35,1710744.0,1709987.0,1700000.0,True,18
207,2023-03-01,1098,True,26,1833040.0,1767373.0,1265833.0,True,18
208,2023-03-01,1099,True,30,2912695.0,2835255.0,2835255.0,True,16
209,2023-03-01,1100,True,32,3592155.0,3480000.0,3480000.0,True,16
210,2023-03-01,1123,True,27,2136843.0,2121743.0,2120000.0,True,16
211,2023-03-01,1125,True,68,1057860.0,1057860.0,180000.0,True,9
212,2023-03-01,1139,False,49,3420000.0,3420000.0,3420000.0,True,16
213,2023-03-01,1172,True,66,1339013.0,1339013.0,751800.0,True,9
214,2023-03-01,1184,True,39,5014107.0,5014107.0,4630877.0,True,16
215,2023-03-01,1185,True,28,4645914.0,4626914.0,4553515.0,True,16
216,2023-03-01,1186,False,27,3767926.0,3767926.0,3474667.0,True,14
217,2023-03-01,1190,True,53,3793662.0,3793662.0,3180000.0,True,14
218,2023-03-01,1194,False,28,2324637.0,2324637.0,2261310.0,True,16
219,2023-03-01,1196,True,54,1866667.0,1866667.0,1866667.0,True,14
220,2023-03-01,1197,True,63,813333.0,813333.0,746667.0,True,9
221,2023-03-01,1199,False,31,1185600.0,1185600.0,1185600.0,True,18
222,2023-03-01,1204,True,69,5464998.0,2796167.0,2065093.0,True,9
223,2023-03-01,1206,True,76,757730.0,757730.0,130500.0,True,0
224,2023-03-01,1213,True,79,593180.0,593180.0,270000.0,True,0
225,2023-03-01,1240,True,32,5520477.0,5425410.0,5062867.0,True,16
226,2023-03-01,1252,True,55,1934030.0,1934030.0,784030.0,True,14
227,2023-03-01,1257,True,55,2458027.0,2458027.0,2251513.0,True,12
228,2023-03-01,1263,True,61,2956576.0,2956576.0,2667877.0,True,9
229,2023-03-01,1264,False,50,2540020.0,2540020.0,2540020.0,True,14
230,2023-03-01,1266,False,52,2900000.0,2900000.0,2900000.0,True,16
231,2023-03-01,1275,False,57,1997450.0,1994000.0,1994000.0,True,12
232,2023-03-01,1278,True,73,826210.0,826210.0,135000.0,True,6
233,2023-03-01,1283,False,30,2991208.0,2991208.0,2764758.0,True,16
234,2023-03-01,1292,True,60,2712665.0,2712665.0,805365.0,True,9
235,2023-03-01,1301,True,75,1604547.0,1604547.0,1114700.0,True,9
236,2023-03-01,1310,False,57,2605567.0,2605567.0,2605567.0,True,12
237,2023-03-01,1314,True,72,1536180.0,1536180.0,63000.0,True,6
238,2023-03-01,1315,False,70,5186523.0,5186523.0,4237027.0,True,9
239,2023-03-01,1317,True,73,1024863.0,1024863.0,237600.0,True,9
240,2023-03-01,1328,True,24,2751682.0,2751682.0,2171298.0,True,14
241,2023-03-01,1356,True,29,3280041.0,3225920.0,2914200.0,True,16
242,2023-03-01,1357,True,42,2983340.0,2983340.0,2983340.0,True,16
243,2023-03-01,1374,True,51,1575000.0,1575000.0,1575000.0,True,12
244,2023-03-01,1388,True,63,1243066.0,1195025.0,772405.0,True,6
245,2023-03-01,1403,True,70,1497140.0,1497140.0,500000.0,True,6
246,2023-03-01,1407,True,82,973180.0,973180.0,150000.0,True,6
247,2023-03-01,1408,False,59,7870333.0,7870333.0,7870333.0,True,12
248,2023-03-01,1422,True,61,2145400.0,1811400.0,1596733.0,True,12
249,2023-03-01,1442,True,54,2600000.0,2600000.0,2600000.0,True,14
250,2023-03-01,1444,False,49,5139500.0,5139500.0,5139500.0,True,16
251,2023-03-01,1446,True,26,3352396.0,3349124.0,2501150.0,True,16
252,2023-03-01,1452,True,30,4176178.0,4176178.0,4152800.0,True,16
253,2023-03-01,1453,True,59,2435600.0,2255600.0,2227540.0,True,9
254,2023-03-01,1454,True,27,3529280.0,3529280.0,3529280.0,True,16
255,2023-03-01,1455,True,34,4077653.0,4077653.0,3926513.0,True,16
256,2023-03-01,1456,False,51,5300000.0,5300000.0,5300000.0,True,12
257,2023-03-01,1457,True,42,2771000.0,2771000.0,2771000.0,True,16
258,2023-03-01,1461,True,53,2794000.0,2794000.0,2794000.0,True,16
259,2023-03-01,1465,False,42,1500000.0,1500000.0,1500000.0,True,18
260,2023-03-01,1471,False,29,1969170.0,1969170.0,1753333.0,True,14
261,2023-03-01,1472,False,36,3591353.0,3591353.0,3591353.0,True,14
262,2023-03-01,1473,True,70,1791347.0,1791347.0,90000.0,True,6
263,2023-03-01,1481,True,64,1954052.0,1953122.0,742500.0,True,14
264,2023-03-01,1484,True,65,1362333.0,1362333.0,874153.0,True,12
265,2023-03-01,1494,False,62,5376380.0,5376380.0,5376380.0,True,12
266,2023-03-01,1495,False,35,2813130.0,2813130.0,2813130.0,True,16
267,2023-03-01,1497,False,24,5315535.0,5315535.0,5315535.0,True,12
268,2023-03-01,1506,False,33,2868433.0,2868433.0,2868433.0,True,16
269,2023-03-01,1520,False,76,3170080.0,3170080.0,306900.0,True,12
270,2023-03-01,1522,False,45,2974693.0,2974693.0,2782493.0,True,14
271,2023-03-01,1533,False,61,3075750.0,3075750.0,3075750.0,True,12
272,2023-03-01,1542,False,45,4372290.0,4372290.0,4090000.0,True,14
273,2023-03-01,1543,False,49,2326213.0,2326213.0,2326213.0,True,12
274,2023-03-01,1547,False,69,1805280.0,1805280.0,1470000.0,True,12
275,2023-03-01,1550,False,30,2400000.0,2400000.0,2400000.0,True,14
276,2023-03-01,1557,True,70,1116827.0,1116827.0,658287.0,True,6
277,2023-03-01,1569,True,28,3207450.0,3207450.0,3207450.0,True,16
278,2023-03-01,1570,True,29,3005457.0,2925624.0,2750000.0,True,16
279,2023-03-01,1571,False,30,7683081.0,7628081.0,7080595.0,True,14
280,2023-03-01,1572,True,45,3132333.0,3132333.0,3132333.0,True,14
281,2023-03-01,1573,False,30,2489000.0,2489000.0,2489000.0,True,14
282,2023-03-01,1596,False,59,5393170.0,5393170.0,4700000.0,True,16
283,2023-03-01,1612,True,69,1329480.0,1329480.0,250000.0,True,6
284,2023-03-01,1619,True,71,1391177.0,1391177.0,406903.0,True,6
285,2023-03-01,1636,False,43,5138670.0,5138670.0,5138670.0,True,14
286,2023-03-01,1646,True,34,2184150.0,2184150.0,2100000.0,True,16
287,2023-03-01,1667,True,27,4047810.0,4047810.0,4047810.0,True,16
288,2023-03-01,1668,True,28,7271520.0,7271520.0,7271520.0,True,16
289,2023-03-01,1671,False,41,2346790.0,2346790.0,2346790.0,True,16
290,2023-03-01,1672,True,61,2500000.0,2500000.0,2500000.0,True,12
291,2023-03-01,1673,True,83,793180.0,793180.0,270000.0,True,6
292,2023-03-01,1681,True,54,2091947.0,2091947.0,2085193.0,True,16
293,2023-03-01,1687,False,40,3700000.0,3700000.0,3700000.0,True,14
294,2023-03-01,1688,True,28,5715584.0,5426663.0,5069073.0,True,16
295,2023-03-01,1689,False,29,4207560.0,4207560.0,4207560.0,True,16
296,2023-03-01,1690,False,28,1400000.0,1400000.0,900000.0,True,14
297,2023-03-01,1691,True,40,4741317.0,3880757.0,2097423.0,True,16
298,2023-03-01,1692,True,28,6413877.0,6390543.0,6086240.0,True,16
299,2023-03-01,1702,False,45,1821000.0,1819000.0,1819000.0,True,12
300,2023-03-01,1703,True,32,3351421.0,3351421.0,3351421.0,True,16
301,2023-03-01,1706,True,80,893180.0,893180.0,270000.0,True,0
302,2023-03-01,1711,True,63,2232859.0,2232859.0,1626189.0,True,9
303,2023-03-01,1714,False,38,3579625.0,3579625.0,3400855.0,True,14
304,2023-03-01,1723,True,58,2582730.0,2582730.0,2091933.0,True,12
305,2023-03-01,1724,False,30,1231390.0,1231390.0,1231390.0,True,12
306,2023-03-01,1726,True,25,2437500.0,2437500.0,2187500.0,True,12
307,2023-03-01,1729,True,25,2672013.0,2672013.0,2434163.0,True,14
308,2023-03-01,1756,False,53,2846832.0,2796827.0,2794637.0,True,12
309,2023-03-01,1757,True,60,1964137.0,1964137.0,1860133.0,True,12
310,2023-03-01,1758,False,86,2393180.0,2393180.0,350000.0,True,6
311,2023-03-01,1761,False,36,4531073.0,4531073.0,4125533.0,True,14
312,2023-03-01,1762,False,43,5673221.0,5673221.0,5673221.0,True,16
313,2023-03-01,1766,False,44,4000000.0,4000000.0,4000000.0,True,12
314,2023-03-01,1780,True,51,1986340.0,1986340.0,1986340.0,True,12
315,2023-03-01,1785,False,48,6801420.0,6800400.0,6700400.0,True,14
316,2023-03-01,1804,True,42,2713763.0,2713763.0,2713763.0,True,12
317,2023-03-01,1808,False,62,5000000.0,5000000.0,5000000.0,True,12
318,2023-03-01,1813,False,51,2612710.0,2612710.0,2612710.0,True,12
319,2023-03-01,1822,True,26,3479380.0,3479380.0,3412713.0,True,16
320,2023-03-01,1824,False,24,1900000.0,1900000.0,1900000.0,True,14
321,2023-03-01,1825,True,26,2947540.0,2947540.0,2947540.0,True,14
322,2023-03-01,1826,False,42,4834847.0,4834847.0,4568410.0,True,12
323,2023-03-01,1827,False,54,2900000.0,2900000.0,2900000.0,True,9
324,2023-03-01,1843,True,72,741800.0,741800.0,117000.0,True,12
325,2023-03-01,1849,True,80,623180.0,623180.0,300000.0,True,6
326,2023-03-01,1852,True,53,2100000.0,2100000.0,2100000.0,True,12
327,2023-03-01,1856,True,68,2797048.0,2797048.0,2296573.0,True,9
328,2023-03-01,1859,True,59,1809200.0,1809200.0,1809200.0,True,12
329,2023-03-01,1895,True,40,4805556.0,4805556.0,4805556.0,True,12
330,2023-03-01,1896,False,80,1685343.0,1685343.0,274333.0,True,12
331,2023-03-01,1897,True,36,1857750.0,1857750.0,1810000.0,True,12
332,2023-03-01,1899,False,65,3963270.0,3568270.0,3000000.0,True,12
333,2023-03-01,1900,False,52,621303.0,618243.0,198883.0,True,14
334,2023-03-01,1901,False,41,3894473.0,3894473.0,3894473.0,True,14
335,2023-03-01,1902,True,25,2283075.0,2207773.0,2174440.0,True,16
336,2023-03-01,1903,False,55,4693715.0,4691430.0,4441430.0,True,16
337,2023-03-01,1905,True,26,2550000.0,2550000.0,2550000.0,True,16
338,2023-03-01,1907,False,52,1753667.0,1753667.0,1753667.0,True,16
339,2023-03-01,1912,False,45,8682150.0,8682150.0,1110000.0,True,16
340,2023-03-01,1933,False,32,3149480.0,3149480.0,2600000.0,True,16
341,2023-03-01,1934,True,53,4046487.0,4046487.0,2613153.0,True,12
342,2023-03-01,1940,True,79,1018800.0,960513.0,162000.0,True,0
343,2023-03-01,1941,False,24,3651690.0,3651690.0,3651690.0,True,16
344,2023-03-01,1945,True,75,1003180.0,1003180.0,135000.0,True,6
345,2023-03-01,1946,False,34,11768430.0,11768430.0,11498430.0,True,16
346,2023-03-01,1957,True,25,2187700.0,2187700.0,2171033.0,True,14
347,2023-03-01,1958,True,38,2200000.0,2200000.0,2200000.0,True,16
348,2023-03-01,1961,False,61,1440000.0,1440000.0,1440000.0,True,9
349,2023-03-01,1965,True,62,1804263.0,1804263.0,1436893.0,True,9
350,2023-03-01,1966,False,47,5413087.0,5413087.0,5413087.0,True,14
351,2023-03-01,1978,False,61,2184581.0,2184581.0,996667.0,True,16
352,2023-03-01,1980,False,69,2599459.0,2599459.0,2081593.0,True,6
353,2023-03-01,1989,True,72,943180.0,943180.0,270000.0,True,12
354,2023-03-01,2008,True,85,893180.0,893180.0,270000.0,True,6
355,2023-03-01,2017,True,34,4336973.0,4336973.0,4313640.0,True,16
356,2023-03-01,2018,True,27,3912525.0,3708225.0,3066910.0,True,18
357,2023-03-01,2019,False,44,4632000.0,4632000.0,4632000.0,True,18
358,2023-03-01,2024,True,71,1353584.0,1353584.0,270000.0,True,6
359,2023-03-01,2041,True,36,6141010.0,6138510.0,6138510.0,True,16
360,2023-03-01,2042,False,28,3601500.0,3601500.0,3601500.0,True,14
361,2023-03-01,2043,True,27,4005737.0,4005237.0,3679694.0,True,16
362,2023-03-01,2048,False,62,4149953.0,4146620.0,3715370.0,True,14
363,2023-03-01,2052,True,30,6699505.0,6699505.0,6066535.0,True,16
364,2023-03-01,2068,False,33,3582453.0,3582177.0,3185967.0,True,16
365,2023-03-01,2069,True,46,2254000.0,2254000.0,2254000.0,True,16
366,2023-03-01,2073,False,48,3636265.0,3636265.0,3636265.0,True,16
367,2023-03-01,2074,False,48,2790169.0,2731836.0,2485857.0,True,12
368,2023-03-01,2090,True,29,3479078.0,3473500.0,3203500.0,True,16
369,2023-03-01,2106,False,35,2570307.0,2390000.0,2390000.0,True,12
370,2023-03-01,2142,True,53,5416670.0,5416670.0,5416670.0,True,16
371,2023-03-01,2155,True,62,2535333.0,2535333.0,1860000.0,True,9
372,2023-03-01,2160,True,86,478680.0,478680.0,108000.0,True,6
373,2023-03-01,2167,False,45,3086667.0,3086667.0,3086667.0,True,12
